Library,Issue Link,Date,Title,API Name,Library Version,CUDA Version
tensorflow,https://github.com/tensorflow/tensorflow/issues/62006,2023-09-28T15:49:30Z,tf.train.Checkpoint.restore does not restore the tf.data.Iterator state.,tf.train.Checkpoint.restore,2.13.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61916,2023-09-19T13:54:42Z,tf.linalg.cholesky output normal value on a complex64 matrix that is not positive definite.,tf.linalg.cholesky,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61912,2023-09-19T10:48:34Z,"Randomization generating repeated sequences with `tf.function`, `tf.random.set_seed` and `tf.cond`","tf.function
tf.random.set_seed
tf.cond
tf.random.uniform",2.15.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61911,2023-09-19T10:21:44Z,`tf.device` context manager does not restore `cudaCurrentDevice` under some conditions,tf.device,2.13.0,12
tensorflow,https://github.com/tensorflow/tensorflow/issues/61907,2023-09-19T05:37:10Z,tf.linalg.cholesky fails on half precision,tf.linalg.cholesky,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61905,2023-09-19T03:52:07Z,FPE in DepthwiseConv2D,tf.DepthwiseConv2D,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61902,2023-09-19T03:35:38Z,FPE in Conv2d,tf.nn.conv2d,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61899,2023-09-18T19:42:59Z,TFLite model cannot slice a zero-dim tensor,"tf.math.top_k 
tf.slice 
tf.lite.TFLiteConverter 
tf.lite.Interpreter",2.15.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61881,2023-09-16T21:02:17Z,XLA compiled `tf.matmul` can work for two size-incompatible matrices,tf.matmul,2.15.1,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61879,2023-09-15T23:55:07Z,Invalid `Conv2d` can be executed without compilation,tf.keras.layers.Conv2D,2.15.2,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61866,2023-09-14T17:44:28Z,StringLookup / tf.lookup resource cleanup on model cleared,tf.lookup.StringLookup,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61862,2023-09-14T15:39:18Z,Compiled x.shape throws Tuple out-of-range error,tf.function,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61856,2023-09-13T21:09:29Z,XLA compiled `tf.reshape` throws ValueError: Shape must be rank 1 but is rank 0,tf.reshape,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61827,2023-09-10T15:58:12Z,tf.linalg.eigvals outputs UnboundLocalError when receiving a float16 tensor,tf.linalg.eigvals,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61826,2023-09-10T15:54:18Z,"Inconsistent result between tf.linalg.eigvals and numpy/scipy on a (3,3) tensor",tf.linalg.eigvals,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61820,2023-09-09T09:40:31Z,The `mask` dtype should be asserted to be boolean in `tf.compat.v1.boolean_mask` (and `tf.boolean_mask`),"tf.compat.v1.boolean_mask 
tf.boolean_mask",2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61815,2023-09-08T14:16:17Z,Wrong answer from tflite model with certain configurations of depthwise conv2d,"tf.keras.layers.DepthwiseConv2D 
tf.lite.TFLiteConverter 
tf.lite.Interpreter",2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61800,2023-09-06T11:59:27Z,Incorrect behaviour of `tf.nn.sigmoid` on complex inputs,tf.nn.sigmoid,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61780,2023-09-03T14:31:11Z,Process aborted when running `tf.gather` and `tf.compat.v1.gather` on GPU with large parameters and indices,"tf.gather
tf.compat.v1.gather",2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61778,2023-09-03T14:26:52Z,Process aborted when running `tf.keras.layers.MaxPooling1D` on GPU with large `pool_size`,"tf.keras.layers.MaxPooling1D
tf.compat.v1.layers.MaxPooling1D
tf.compat.v1.keras.layers.MaxPooling1D",2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61736,2023-08-28T22:43:16Z,tf.data.Dataset.save deadlocks on error,API Name tf.data.Dataset.save,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61708,2023-08-26T06:08:07Z,Null pointer exception in constant folding of grappler.,"tf.GraphDef 
tf.NodeDef 
tf.ConstantFolding 
tf.GraphProperties 
tf.NodeDefT",2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61701,2023-08-25T18:38:43Z,tf.math.top_k gradient taping fails when `index_type=tf.int64`,tf.math.top_k,2.13.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61662,2023-08-21T23:40:13Z,Ops listed in 'experimental_select_user_tf_ops' not being recognized by tf lite converter,"tf.lite.TFLiteConverter
tf.lite.TargetSpec
tf.RandomUniform
tf.Mul",2.10.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61652,2023-08-21T04:27:24Z,Check failed when running tensorflow.python.ops.gen_nn_ops.max_pool_grad_with_argmax (colab+local),tf.gen_nn_ops.max_pool_grad_with_argmax,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61643,2023-08-19T02:33:17Z,Check failure when running tf.keras.layers.RepeatVector,tf.keras.layers.RepeatVector,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61642,2023-08-19T02:28:18Z,Check failure when running tf.compat.v1.layers.MaxPooling1D,tf.compat.v1.layers.MaxPooling1D,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61639,2023-08-18T13:55:11Z,Softmax overflow issue with a large tensor,tf.math.softmax,2.14.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61571,2023-08-15T01:27:36Z,Crash when running tensorflow.python.framework.importer._PopulateTFImportGraphDefOptions,tf.importer._PopulateTFImportGraphDefOptions,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61570,2023-08-15T01:25:50Z,Crash when running tensorflow.python.framework.importer._GatherReturnElements,tf.python.framework.importer._GatherReturnElements,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61562,2023-08-14T23:10:46Z,Floating point exception when running tensorflow.python.ops.gen_array_ops.depth_to_space,tf.python.ops.gen_array_ops.depth_to_space,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61557,2023-08-14T22:16:47Z,Crash when running tensorflow.python.ops.list_ops.tensor_list_from_tensor,tf.python.ops.list_ops.tensor_list_from_tensor,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61538,2023-08-13T04:11:20Z,tensorflow.python.autograph.operators.data_structures.tf_tensor_list_new,tf.tensor_list_new,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61482,2023-08-04T22:24:18Z,Incorrect tf.nn.max_pool2d outputs for NCHW and NHWC in the same thread.,tf.nn.max_pool2d,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61364,2023-07-24T14:39:54Z,tf.io.gfile.rename not working for directories in S3,tf.io.gfile.rename,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61249,2023-07-12T05:06:25Z,tf.linalg.logdet outputs -inf on a matrix with complex data type,tf.linalg.logdet,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61246,2023-07-11T16:05:56Z,tf.image.adjust_contrast fails on the tf.half data type,tf.image.adjust_contrast,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61117,2023-06-28T16:17:39Z,`tf.math.reduce_prod` produces wrong second-order gradient,tf.math.reduce_prod,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/61084,2023-06-26T19:39:17Z,tf.data.Dataset prefetch not fetching data asynchronously,tf.data.Dataset,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60861,2023-06-14T14:21:08Z,tf.data debug mode breaks dataset.save(),"tf.data.experimental.enable_debug_mode
tf.data.Dataset.save",2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60813,2023-06-08T10:16:56Z,"tf.keras.Model.predict passing x=tf.keras.utils.Sequence causing exceptions ValueError: Data is expected to be in format `x`, `(x,)`, `(x, y)`, or `(x, y, sample_weight)`",tf.keras.Model.predict,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60772,2023-06-03T18:23:30Z,Inefficient count_nonzero,tf.math.count_nonzero,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60765,2023-06-02T10:59:11Z,Inconsistency-bug in `tf.raw_ops.AddN` between jit mode and normal mode,tf.raw_ops.AddN,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60764,2023-06-02T10:50:29Z,Inconsistency-bug in `tf.raw_ops.Acos` between jit mode and normal mode,tf.raw_ops.Acos,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60759,2023-06-02T03:48:27Z,Check fail can be triggered in `tf.raw_ops.Empty` under jit compile mode.,tf.raw_ops.Empty,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60758,2023-06-02T03:41:51Z,Check fail can be triggered in `tf.raw_ops.EmptyTensorList` due to overflow under jit compile mode.,tf.raw_ops.EmptyTensorList,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60757,2023-06-02T03:22:05Z,Check fail can be triggered in `tf.raw_ops.Fill` under jit compile mode.,tf.raw_ops.Fill,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60756,2023-06-02T03:14:31Z,Check fail can be triggered in `tf.raw_ops.GatherV2` under jit compile mode.,tf.raw_ops.GatherV2,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60714,2023-05-26T17:33:07Z,`tf.split` or `tf.transpose` cause errors for quantize-aware training with `quantize_apply`,"tf.split
tf.transpose",2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60599,2023-05-15T14:54:49Z,Weird memory usage of shuffling in `tf.data.Dataset`,tf.data.Dataset,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60583,2023-05-12T10:16:39Z,rejection_resample loses track of ragged tensors,API Name tf.data.Dataset.rejection_resample,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60549,2023-05-09T20:14:39Z,Large inconsistencies in tf.signal.stft's and tf.signal.inverse_stft's results with @tf.function decorator for certain inputs,"tf.signal.stft
tf.signal.inverse_stft",2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60547,2023-05-09T19:42:32Z,tf.linalg.matrix_rank results has different results with or without @tf.function for numpy inputs under tensorflow-cpu,tf.linalg.matrix_rank,2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60472,2023-05-02T16:34:56Z,"XLA size-inference integration bug (tf.where, tf.TensorArray, slice, loop)","tf.where 
tf.size 
tf.repeat 
tf.TensorArray",2.14.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60406,2023-04-24T04:07:40Z,"The dim size of inferred shape in GraphProperties is less than -1, which is inconsistent with TensorShapeProto","tf.GraphProperties 
tf.TensorShapeProto 
tf.TensorShapeProto::Dim 
tf.InferenceContext 
tf.ShapeIsSymbolicallyDefined 
tf.ShapesSymbolicallyEqual 
tf.IsUnknown",2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60400,2023-04-22T18:30:48Z,The inferred shape of `tf.RaggedTensor.row_lengths(axis=2)` in Keras graph is incorrect for ragged tensor with uniform row lengths,tf.RaggedTensor.row_lengths,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60239,2023-04-05T10:26:05Z,"In tf.data.experimental.enable_debug_mode, tf.data.Dataset.ragged_batch fails with an error","tf.data.experimental.enable_debug_mode
tf.data.Dataset.ragged_batch",2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60200,2023-04-01T08:36:16Z,A check fail can be triggered in ThreadUnsafeUnigramCandidateSampler,tf.raw_ops.ThreadUnsafeUnigramCandidateSampler,2.13.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/60197,2023-04-01T08:23:48Z,A check fail can be triggered in LearnedUnigramCandidateSampler,tf.raw_ops.LearnedUnigramCandidateSampler,2.13.1,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/60196,2023-04-01T08:21:17Z,A check fail can be triggered in StatelessRandomGammaV2,tf.raw_ops.StatelessRandomGammaV2,2.13.2,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/60149,2023-03-28T17:06:53Z,tf.data.Dataset.from_generator crashes with abortion,tf.data.Dataset.from_generator,2.13.3,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60121,2023-03-27T02:53:54Z,tf.raw_ops.AssignAddVariableOp crash with abortion,tf.raw_ops.AssignAddVariableOp,2.13.4,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60084,2023-03-23T16:02:58Z,tf.py_function throws KeyError when computing Jacobian matrix,tf.py_function,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/60059,2023-03-22T00:32:52Z,QuantizeAndDequantizeV4 throws TypeError in gradient computation in forward mode,tf.raw_ops.QuantizeAndDequantizeV4,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/59960,2023-03-12T01:12:14Z,quantize_and_dequantize_v2 crashes when computing gradients in forward mode,tf.quantization.quantize_and_dequantize_v2,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/59772,2023-02-22T09:20:16Z,DepthwiseConv2D is 24 times slower then Conv2D with CUDA 11.8 and jit_compile=True,"tf.DepthwiseConv2D 
tf.Conv2D",2.13.0,12
tensorflow,https://github.com/tensorflow/tensorflow/issues/59727,2023-02-17T16:11:20Z,RaggedTensor slice gradient computation error,tf.RaggedTensor,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/59702,2023-02-15T20:59:06Z,tf.cast behaves differently in CPU and GPU when casting negative values,tf.cast,2.13.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/59635,2023-02-10T07:31:14Z,Non deterministic random numbers generated in Eager and Graph mode,tf.random.uniform,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/59525,2023-02-02T11:20:23Z,"ConvertFusedBatchNorm returns uninitialized value when data_format = ""NDHWC""",tf.convert_fused_batch_norm,2.12.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/59099,2023-01-04T20:44:47Z,TensorListScatterV2 fail to support gradient computation,tf.raw_ops.TensorListScatterV2,2.12.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/58790,2022-12-05T23:37:00Z,tf.math.cumsum() propagates Inf or NaN when axis is ragged,tf.math.cumsum,2.11.0,11.7
tensorflow,https://github.com/tensorflow/tensorflow/issues/58628,2022-11-21T06:35:21Z,tf.distribute.experimental.rpc.Server memory leak on server,tf.distribute.experimental.rpc.Server,2.11.0,11.2
tensorflow,https://github.com/tensorflow/tensorflow/issues/58523,2022-11-10T17:21:48Z,`tf.linalg.pinv` produces all-zero matrix instead of all-`nan` matrix when given `nan` input on GPU,tf.linalg.pinv,2.10.0,11.3
tensorflow,https://github.com/tensorflow/tensorflow/issues/58517,2022-11-10T10:03:17Z,`tf.round` on GPU rounds `-0.5` to `0.0` rather than `-0.0`,tf.round,2.10.0,11.3
tensorflow,https://github.com/tensorflow/tensorflow/issues/58290,2022-10-25T02:56:12Z,`tf.data.experimental.CsvDataset` cause IOT instruction crash,tf.data.experimental.CsvDataset,2.10.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57935,2022-10-01T21:59:46Z,Wrong result in `tf.experimental.numpy.floor_divide` and `tf.experimental.numpy.remainder` when divide 0 by 0,"tf.experimental.numpy.floor_divide
tf.experimental.numpy.remainder",2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57863,2022-09-27T13:47:04Z,`tf.experimental.numpy.isposinf` has wrong output when input is integer.,tf.experimental.numpy.isposinf,2.10.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57847,2022-09-26T21:34:20Z,Custom Op failure due to Status symbol resolution in docker image tensorflow/tensorflow:2.10.0,tf.load_op_library,2.10.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57838,2022-09-26T03:32:38Z,Conv2D layer fails to run with XLA on CUDA,tf.layers.Conv2D,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57751,2022-09-19T16:48:39Z,Wrong shape broadcasting during tensor equal check,API Name tf.experimental.numpy.isreal,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57664,2022-09-11T09:08:08Z,Inconsistant behavior of Conv2D between eager mode and tracing,tf.layers.Conv2D,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57492,2022-08-29T02:01:08Z,Tensor size-related conditional logic ignored in `tf.function`,"tf.function 
tf.size 
tf.tensor_scatter_nd_update 
tf.convert_to_tensor 
tf.shape 
tf.concat 
tf.range 
tf.newaxis",2.9.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/57365,2022-08-22T13:35:38Z,[BUG] Gradient tape *inside* tf.function broken for tf.Variable argument.,"tf.function 
tf.Variable 
tf.GradientTape",2.9.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/56849,2022-07-21T13:10:13Z,Inconsistent results from `tf.raw_ops.LRNGrad` between CPU and GPU,tf.raw_ops.LRNGrad,2.10.0,11.2
tensorflow,https://github.com/tensorflow/tensorflow/issues/57748,2022-09-19T11:24:41Z,Conv2D with XLA jit_compile=True fails to run,tf.function,2.11.0,CPU
tensorflow,https://github.com/tensorflow/tensorflow/issues/73531,2024-08-11T10:45:11Z,Conv2D is no longer supporting Masking in TF v2.17.0,tf.keras.layers.Conv2D,2.17.0,12.6.0